,Resident,Work,percent,Number
2368,OK,WY,0.010361609,40652
2369,VA,WY,0.000282801,2376
2370,IN,WY,0.001758998,11766
2371,IA,WY,0.006060214,19116
2372,NY,WY,0.000511701,9987
2373,KY,WY,0.000200374,892
2374,WI,WY,0.002025299,11768
2375,DC,WY,0.001894601,1323
2376,FL,WY,0.001423167,30215
2377,MS,WY,0.002122421,6310
2378,ID,WY,0.076180548,133367
2379,KS,WY,0.003537143,10218
2380,IL,WY,0.000591661,7522
